-0.78909,-0.18698,-0.51554,3.36995,-0.67311,-1.94893,-2.38026,-1.92353,-0.31812,-0.42121,-0.47657,-3.30108,-0.34045,-3.26110,1.19243,-0.64223,0.83839,-4.02387,-0.69764,-0.24077,-5.21134,-1.84960,4.06151,-2.22441,-0.24000,2.67257,-0.45887,-0.73698,0.32785,-1.28448,-0.58235,-0.46285,-0.31602,-1.26016,-0.23545,-1.68737,-0.56523,-1.33845,-0.23087,-0.41937,-0.62892,-0.18334,-0.29777,-0.31491,-3.81856,-0.24647,-2.63957,-0.52273,-0.42459,-2.51545,0.53882,-0.53027,-0.71487,0.54449,-0.47248,-0.82919,-0.78024,3.31321,-0.79670,-0.34178,0.52650
0.06957,-0.34296,-0.25894,0.29321,-0.23552,0.06488,-1.43075,-2.64101,0.09145,0.02938,0.23413,2.39767,6.00863,-0.24790,-3.02850,0.21670,0.02408,-0.01591,0.00770,-0.11742,1.59408,-0.49983,0.77261,2.03981,-0.54014,0.16835,-0.18461,-1.31181,-0.14830,-3.78413,-0.08811,0.01023,-0.27738,-1.32524,-0.06030,2.70515,0.08546,2.24371,-0.26591,-0.47158,-0.65676,-0.44485,0.19203,-0.20932,2.61465,-0.30255,-0.34572,1.08383,-0.36826,-2.28161,-3.53444,0.15616,2.68273,1.12920,-0.09126,0.00948,-0.05530,-0.87219,1.22918,-0.22799,-3.36202
-0.42083,0.00822,-0.40011,-2.51241,-0.51159,-1.99637,-2.43772,-1.73937,-0.27524,-0.25341,0.03429,3.19631,-1.33082,-0.50252,0.99752,-0.41683,1.02789,-1.07198,0.01930,0.02511,-2.50970,-0.48255,-4.43304,1.36963,-0.07944,3.67127,-0.11930,0.51576,-0.10203,4.35004,-0.14717,-0.20703,-0.47980,4.99708,-0.07393,-2.13727,-0.37897,-2.10150,0.10462,-0.06756,0.24041,-0.02145,-0.57646,-0.53044,1.86305,0.21350,-4.58522,0.62855,-0.01884,-0.95617,-2.20854,-0.07002,-1.18530,-1.54199,-0.50623,0.06319,-0.07916,0.00890,-0.82060,-0.47921,-3.24499
-0.14357,-0.18966,-0.02404,-1.83005,-0.13149,0.42969,-1.78445,-1.43738,-0.22619,-0.28701,-0.22708,-1.54620,-2.54787,-3.58624,-4.12473,-0.11048,-0.28570,-0.46511,-0.34437,-0.24248,1.26434,0.13266,1.60595,-1.93086,-0.38897,2.05637,-0.21419,-0.59170,-0.04029,-3.74921,-0.05463,-0.13912,-0.16729,-2.92332,-0.03810,0.18150,-0.00564,-3.85509,-0.45275,-0.13875,0.25189,-1.44014,-0.20498,-0.48008,4.47942,-0.47611,-0.08150,-0.52560,-0.20898,2.96887,1.26639,-0.43537,-1.91406,1.71827,-0.05298,-0.05569,-0.19004,-4.46432,-0.98194,-0.14486,2.70609
-1.46260,-0.35707,-0.44152,-1.31217,-0.13103,6.32848,-4.09248,2.19934,-0.12430,-0.20538,-0.38260,-2.24839,-0.88120,-2.31837,0.44949,-0.04272,-4.23838,-4.77178,-0.14577,-0.49012,-0.05814,-1.22523,3.67514,2.03806,-0.32129,-1.33728,-0.46433,2.48258,-0.24594,-0.11656,-0.52106,-0.38379,-0.17211,-1.04568,-0.60559,3.24670,0.03269,-0.04919,-0.28551,-0.08402,-3.26839,-3.89199,-0.40195,-0.08332,-0.06938,-0.38520,-1.91731,-0.27394,-0.06675,0.65629,-2.76076,-0.23623,-0.46582,-2.39936,-0.04149,-0.39422,-0.29354,-0.01614,0.08455,-0.12337,-0.88245
0.30268,-0.39909,-0.55807,-4.96633,-0.27646,-0.40441,-1.43356,-2.97300,-0.27441,0.00742,-0.28675,-2.62611,-0.26226,6.51639,-4.00390,-0.20491,1.37227,1.82623,-0.14810,0.38331,1.31625,1.08260,-0.86618,-3.00478,0.02717,-3.72213,-0.17140,3.00226,-0.22029,1.80934,-0.19843,-0.09915,-0.37383,1.79923,-0.49230,-1.39855,-0.28709,2.38837,-0.57392,-0.22497,3.75780,3.10158,-0.31334,-0.27448,-2.52358,-0.24645,-3.71834,-0.33107,-0.22791,-3.09933,0.69055,-0.16456,0.50235,2.81019,-0.12148,-0.06634,-0.17734,2.96344,0.16785,-0.40873,-3.00906
-0.73566,0.10727,0.23488,0.86370,-0.16255,-1.35510,-2.04000,-2.44846,-0.30528,-0.26876,-0.06206,-0.96806,-0.80007,0.33133,2.47755,-0.54160,2.25532,-1.73640,-0.09215,0.11077,-3.59395,0.59156,-4.78460,1.34936,-0.20010,-4.50905,0.05220,-0.13371,-0.49080,-2.77653,-0.19985,-0.16390,0.03241,-2.08414,-0.04270,3.56493,-0.40360,-0.30482,0.04726,-0.32348,-0.89832,-2.00878,-0.24646,-0.17255,-3.61151,0.19336,1.90475,-0.41301,-0.11625,0.37863,-0.61812,0.03583,-0.40843,0.47047,-0.28648,-0.48432,-0.35290,-3.45500,0.09250,0.02838,2.53225
-1.05717,-0.03101,0.39129,4.93625,0.04383,1.52656,-1.06475,5.18024,-0.09744,0.08713,-0.41468,2.61812,-0.93357,1.66296,2.09639,-0.30262,0.11679,0.74174,0.07474,-0.01210,-2.73058,2.53300,0.46448,-1.68759,-0.28070,0.12512,-0.00303,-1.60806,-0.15170,-1.83470,0.01180,-0.36461,-0.02691,-3.82864,0.10513,-1.21397,0.12034,-1.83137,-0.01990,0.10091,2.40050,0.93349,-0.16684,-0.02159,-0.20090,-0.36092,-2.29842,-0.73253,0.00382,4.05304,-3.14494,-0.05510,0.35260,-1.97205,-0.21346,-0.00554,-0.34507,-0.35273,-0.83958,-0.02512,-3.71754
-0.96158,-0.51124,-0.26524,-1.62980,-0.37965,-1.53428,-1.65132,-6.35867,-0.65513,-0.66678,-0.68668,0.94495,-3.07571,-3.69580,6.40423,-0.54606,-3.82665,-0.29942,-0.51512,-0.67984,3.11993,-0.40284,1.42412,-3.42357,-0.45792,-4.32480,-0.24945,-1.85679,-0.41906,2.87969,-0.58885,-0.75876,-0.54580,-0.46919,-0.53316,-1.09632,-0.43774,-3.48717,-0.34179,-0.41561,-1.38021,-2.26960,-0.57739,-0.47187,-3.71878,-0.63691,0.96292,-0.96916,-0.42967,-2.62439,-3.05229,-0.27139,-1.28178,-2.21631,-0.55364,-0.64817,-0.38258,-3.12890,-1.05053,-0.48804,0.83686
-0.63246,0.00667,0.06852,-5.03269,-0.27614,-6.36637,-1.16724,2.59222,-0.28303,-0.18706,0.02383,-5.26140,-0.50688,-2.58508,-3.07026,-0.25635,-3.47622,3.65457,-0.33126,-0.24484,-0.76723,-1.19702,1.26421,2.17883,-0.03833,-1.28658,-0.56002,-4.87699,-0.37309,-0.02926,-0.29852,0.00133,-0.11142,1.66764,-0.32990,-4.05867,-0.26873,2.94669,-0.41446,-0.12540,0.57423,-0.27365,-0.44401,-0.18339,-1.11572,-0.06029,-0.40732,-0.08788,-0.09564,-1.18940,-0.35705,-0.01553,0.05116,-0.43297,-0.12344,0.02189,-0.07647,2.23383,-0.18275,-0.22218,1.63969
